,Username,Content,Location,Created at
465,p023456,@cnnindonesia omicron adalah akhir pandemi covid19. ga masalah ratusan orang positif omicron asal sehat2 saja agar pandemi segera diakhiri.,,2022-02-04 06:19:45
466,persi88andung,@musniumar apapun keluhannya hasilnya tetap omicron 😂,samping salaki batur ,2022-02-04 06:19:39
467,Vierro6,"@musniumar tetep semangat pak, virus omicron ngga berbahaya kok, justru virus kebodohan yg selama ini bpk sebar sgt berbahaya. 😂",,2022-02-04 06:19:25
468,heheiyadong,ini omicron bneran ad?? ashuuiu,,2022-02-04 06:19:15
469,republikaonline,pesantren di kebumen memaksimalkan peran poskestren.,"Jakarta, Indonesia",2022-02-04 06:19:15
470,ruangpolitikcom,"omicron melambung, mui ingatkan fatwa sholat jumat bisa diganti sholat zuhur  via @ruangpolitikcom",Jakarta,2022-02-04 06:19:02
471,rsud_moewardi,"#sobatmoewardi, kasus harian covid-19 di indonesia mengalami peningkatan akibat merebaknya varian omicron.  mari ketahui ciri-ciri omicron dan tingkatkan kedisiplinan dalam menerapkan protokol kesehatan untuk memutus rantai penularan covid-19!","Surakarta, Jawa Tengah",2022-02-04 06:18:46
472,kompascom,"setelah sebelumnya subvarian ba.2 masuk dalam kategori variant of interest, kini who mengumumkan son of omicron ini masuk kategori variant of concern.",Jakarta,2022-02-04 06:18:11
473,kompascom,"terdapat beberapa gejala omicron dari subvarian ba.2 yang banyak dikeluhkan pasien. gejala tersebut, kata ahli, hampir sama dengan yang sebelumnya.",Jakarta,2022-02-04 06:18:09
474,HRodita,"omicron, gejala dan cara penanganannya dalam webinar penanganan covid-19 varian omicron jum'at, 04 februari 2022  @kemendespdtt @halimiskandarnu @imansyukri @sukoyokasekpro @kpw4jatim @p3md_trenggalek  @shofamubarok1  @hendrijos69  @muhamadiswahyu8  @triand0ko  @mukarmans","Trenggalek, Jawa Timur",2022-02-04 06:17:42
475,zkif,"""kebersamaan &amp; gotong royong jd kunci utama melewati tantangan pandemi thn lalu.negara2 lain memandang remeh penanganan pandemi kt, tapi nyatanya kt terbukti sbg slh st negara dgn penanganan pandemi terbaik,"" ujar pak @erickthohir #denganetmerdekaberdaulat",Indonesia,2022-02-04 06:17:42
476,tongtongie,omicron anjing,,2022-02-04 06:17:15
477,Andremanico,"@dewilie01 sedang dirumuskab kata"" &amp; kalimat yg indah utk menjelaskan bhw sirkuit fe blm bisa dilakukan pembangunannya karena merebaknya omicron.......",Indonesia,2022-02-04 06:17:07
478,annisa_amartani,"@musniumar omicron kaya flu biasa, tidak membahayakan.","East Java, Indonesia",2022-02-04 06:16:55
479,MediaKomando,"gegara covid-19 varian omicron, pengejaran tersangka kpk termasuk paulus tanos-harun masiku tersendat",,2022-02-04 06:16:52
480,davidnurbianto,lagi fokus nyari duit ampe jilat sono sini eh diganggu gelombang omicron.,Bintaro sektor 2 1/2  ,2022-02-04 06:16:44
481,LuckyCireng,"tadi ke puskes  omicron dah naik lg  pasien byk bgt smpe ga boleh masuk, cuma ditanya keluhan trus kasih obat  ga diperiksa ini itu bla bla bla saking anu nya cuma suhu, keluhan gtu2 lah  dunia dah mau berakhir",,2022-02-04 06:16:19
482,sangkala57,@partaisocmed @ainunnajib semoga pemerintah lebih siap menghadapi wave omicron,,2022-02-04 06:16:14
483,WinModerat,"@musniumar prof kok positif antigen bisa tahu kena omicron? btw , insya allah sehat kembali, aamiin", Indonesia,2022-02-04 06:15:41
484,opsiin,cara dapatkan layanan telekonsultasi dan paket obat gratis untuk pasien isoman covid-19 omicron halaman all – kompas – opsiin,Indonesia,2022-02-04 06:15:36
485,aunb132,@musniumar emang dgn test antigent bisa langsung ketahuan klo positive covid-19 varian omicron???  serius nanya..,,2022-02-04 06:15:35
486,opsiin,"jika alami gejala omicron ini, itu tandanya anda harus melakukan tes covid-19- kontan – opsiin",Indonesia,2022-02-04 06:15:23
487,opsiin,cara dapatkan layanan telekonsultasi dan paket obat gratis untuk pasien isoman covid-19 omicron halaman all – kompas –,Indonesia,2022-02-04 06:15:18
488,opsiin,"jika alami gejala omicron ini, itu tandanya anda harus melakukan tes covid-19- kontan –",Indonesia,2022-02-04 06:15:17
489,opsiin,presiden jokowi: varian omicron dapat disembuhkan tanpa harus ke rumah sakit – tempo – opsiin,Indonesia,2022-02-04 06:15:17
490,opsiin,presiden jokowi: varian omicron dapat disembuhkan tanpa harus ke rumah sakit – tempo –,Indonesia,2022-02-04 06:15:15
491,titisuharti,"@ronavioleta @jokowi @drgilbertspm @gembong_warsono @prasetyoedi_ @fpdip_jakarta omicron kan tunduk sama pemerintah, takut di cap kadrun",,2022-02-04 06:14:47
492,indra087,@dimas_skeptis @fadlizon yah kalo gitu gimana kalo pemberitaan tentang omicron ditiadakan saja? nggak semua orang bisa setenang jenengan loh... begitu denger bor rumah sakit naek... angka2 positif rate semakin meroket siapa yang nggak panik coba? ditambah  pemerintah terlihat abai..,"Jakarta Capital Region, Indone",2022-02-04 06:14:33
493,f4kr0ls00d,rindu delta. lama tak dengar cerita. tetiba semua berubah jadi omicron. 😜😜😜😜😜😜😜😜😜😜😜😜😜😜,"Dubai, United Arab Emirates",2022-02-04 06:14:21
494,darmantompul,"kerumunan besar saat kunjungan presiden ke sidikalang, dairi, ketika varian omicron meningkat tajam?   sebagai batak, secara pribadi saya juga akan terima² saja kalau akibat kerumunan itu datang kritik bahkan hujatan dari berbagai penjuru.   apa boleh buat, tak terhindarkan itu.",,2022-02-04 06:14:17
495,hardennny,@moviemenfes loh jadwal tayangnya kok sama dengan prediksi puncak omicron 😔,,2022-02-04 06:14:00
496,GoldenSpaceX,"@detikcom satgas covid-19, pempus dan pemda harus kompak, bersinergi bareng, dan tegas dong... omicron masuk serangan gel-iii nih, anak sekolah lfh 100% maka harus juga didukung mall dan tempat hiburan 50% dan anak sekolah gak boleh masuk mall/tempat hiburan.",,2022-02-04 06:13:30
497,ezaataunana,@txtdaritng 2020 : corona virus 2021 : delta virus 2022 : omicron virus 2023 : megatron 2024 : libur dulu ada pilpres...  gitu aja sampe bego..dah kebaca broeeww...stok rapid sama alat swab masih banyak...terus vaksin booster dan lain lain dah terlanjur kebeli..,"Ungaran, Indonesia",2022-02-04 06:13:24
498,aniesfor2024,omicron oh omicron. katanya kamu mau kawin sama delta.,,2022-02-04 06:13:15
499,JekcityWin,omicron makin mengganas,,2022-02-04 06:13:11
500,farizsgf,@kebabalterego gue jg mau tp omicron,rant,2022-02-04 06:13:02
501,Ray_Smalvi,"@ellasagella @aiw_my @dr_koko28 yah bagi sy ini namanya usaha,mbantu pmerintah juga. ramuan 131 &amp;cuci hidung bagi yg mau praktekan silahkan. nda mau jg nda apa2. ini yg buat dokter juga. klo mnjadi solusi mandiri, knp ga dicoba &amp; buktikan sendiri? omicron hrus cuci &amp; kumur shari 4x slama 7hari. lalusilahkantes",,2022-02-04 06:13:02
502,joy__jae,"@greekysht omicron goblok. u cepet sembuh jangan banyak tingkah, obatnya ditelen, makan yg banyak, jgn kecapean","Jakarta, Indonesia",2022-02-04 06:12:47
503,dlljma,"@kejorabayu1 @musniumar yes, biar loe mampus sekalian, kalo perlu sama keluarga loe mampus semua kena omicron","Praha, Česká republika",2022-02-04 06:12:09
504,AlichgunturMs,"apakah benar varian omicron menyebar luas di uic?...  kenapa covid varian omicron itu berbeda dengan varian delta?...  ingin tau jawabannya,  baca selengkapnya di. @arahjaya.com  ""semoga omicron tdk ganti akun, tetep omidroune",Indonesia,2022-02-04 06:11:53
505,AsuheA,ceuk aink oge si omicron rek dikencarkeun bulan puasa,,2022-02-04 06:11:45
506,yanto_desy,"@musniumar njilatnya dikurangin,kebanyakan jilat pantat bisa menyebabkan covid dan varian omicron",台湾,2022-02-04 06:11:30
507,drnewstwit,@karsoen101 pasien covid (omicron / bukan) yg saya temui (pengalaman pribadi). gejala lebih ringan &amp; lebih cepat sembuh yg sudah vaksin lengkap.  saya belum ketemu pasien yg sudah booster. secara teori seharusnya lebih ringan &amp; gejala lebih minimal bila sudah vaksin / pernah terpapar covid.,Indonesia,2022-02-04 06:11:26
508,ANTARASumsel,presiden: omicron dapat disembuhkan  tanpa harus ke rumah sakit,"Palembang, Sumsel, Indonesia",2022-02-04 06:11:26
509,lapasambarawa,kakanwil kemenkumham jateng berikan arahan ingatkan jajaranya tetap waspada penyebaran covid-19 khususnya omicron  #kumhampasti #kumhamsemakinpasti #ayuspahruddin #kanwilkemenkumhamjateng,,2022-02-04 06:11:23
510,Beritasatu,85% pasien covid-19 varian #omicron sudah sembuh.  selengkapnya 👇🏻,Jakarta,2022-02-04 06:11:18
511,newsmadura6,"empat pasien rsud moh anwar diduga positif covid-19 varian omicron: news satu, sumenep, jum’at 4 februari 2022- sejak kementerian kesehatan melakukan pelacakan masuknya virus covid-19 varian omicron ke indonesia dengan kasus pertama    the post empat",,2022-02-04 06:11:14
512,idamYN,"kalo yg sempet ngeliat video varian covid pas november kmren pasti dah tau omicron bakal hype di febuari ini abis ini ada varian rho, varian varian itu udh di list dan kapan hype nya",Jakarta - Tangerang,2022-02-04 06:10:59
513,SimoneNoConte,"@hansdavidian jangan dulu ndan, nunggu omicron wave kelaran kali yak, 1-2bln lg.  cb cek di apps nya commuter line btw, stay safe.",,2022-02-04 06:10:51
514,jawapos,jokowi berikan 4 kabar baik soal varian omicron,"Gedung Graha Pena Lt.10, Jl. R",2022-02-04 06:10:50
515,muhmjd_,omicron meningkat apa iya bakal jadi omacron ?,,2022-02-04 06:10:49
516,pendimpati0718,"para babinsa koramil tambakromo terus melaksanakan himbauan penerapan prokes di wilayah binaan untuk antisipasi penyebaran varian omicron virus covid-19.jumat,(04/02/2022).","Pati, Indonesia",2022-02-04 06:10:41
517,depokinfo_,"#news: varian omicron melonjak, menkes meminta masyarakat tidak panik  | depok news","Depok, Jawa Barat",2022-02-04 06:10:02
518,catharinalarasf,niat hati pengen facial tapi kenapa omicron makin menjadi ye 🙃,Indonesia,2022-02-04 06:10:02
519,hndrgng,@kompastv mereka lebih senang dikasih lebel omicron daripada dikatakan sakit flu.,,2022-02-04 06:09:40
520,ngablouis,"dan menurut bloomberg, varian omicron juga menyebar 4,2x lebih cepat dibanding delta.  (sumber:    masa harus nunggu 19 member (amit-amit) kena covid baru kalian sadar?  sudahlah, sudahi semua kepandiran ini. @officialjkt48",+62,2022-02-04 06:09:37
521,Syeikh_777,@stopplandemit kok pilih omicron? apa virusnya pilih yg kekinian? si delta dll pd kemana?,,2022-02-04 06:08:42
522,minyanmura,@vvnxtzx ini kakak omicron neh,she/her,2022-02-04 06:08:27
523,f4kr0ls00d,"dah ada yg kena omicron? 😜😜😜😜 @khairykj @dghisham @kkmputrajaya  politik rapat² ok. solat jangan. tapi nak panggil aku dajjal, panggil la.","Dubai, United Arab Emirates",2022-02-04 06:08:23
524,putrriindones,"pdhal kmren cuma 2 orang yg punya gejela kek ini, skrg sekantor semua kena😭  omicron bukan sih😭","Palembang, Indonesia",2022-02-04 06:08:19
525,vinaverdemusic,"@jetveetlev yg subvarian omicron itu, jet? kalo iya ba2 yg itu, udah ada juga kok di indonesia... dan lebih cepat nyebarnya lagi daripada yang ba1...",,2022-02-04 06:08:13
526,Pinbet75,@eedhazz______99 @musniumar kan dia ngakunya pinter(prof) jadi kayaknya dia bisa liat virus omicron.. 😂😂😂,,2022-02-04 06:08:12
527,MexMetropolis,@ryawiedy misalkan beliau tidak pergi ke rumah sakit..maka beliau tidak akan mendapat hasil positif covid varian omicron 🤔,🇮🇩,2022-02-04 06:08:09
528,HaluanKepri_,"sedang hamil 7 bulan, siti badriah terpapar covid-19 varian omicron",,2022-02-04 06:08:05
529,innamisme1,udah berapa yg meninggal gara2 omicron?,jakarta,2022-02-04 06:07:59
530,sumiraifani,"@tvonenews tar habis omicron datang lagi,klo badan bentol2 d gigit nyamuk namanya tatecron","Bandung, Jawa Barat",2022-02-04 06:07:30
531,detikHealth,"e-life malam ini mengangkat judul 'mungkinkah 'berteman' dengan omicron?'. penting nih! jangan lewatkan tayangannya, jumat (4/2/22) pukul 19.00 wib live hanya di detikcom.",Jakarta - Indonesia,2022-02-04 06:06:44
532,BandiVokt,@musniumar mna ad antigen bisa ditect itu omicron ap bkn? ngaco tuh pak,"DKI Jakarta, Indonesia",2022-02-04 06:06:42
533,zhongliwibu,@xhuranus iya kena omicron,she her,2022-02-04 06:06:22
534,santai_tv,"penawar omicron akhirnya ditemui, dakwa saintis china",,2022-02-04 06:06:03
535,kumparan,penyemprotan dilakukan untuk mencegah penyebaran covid-19 omicron. #kumparannews,,2022-02-04 06:06:03
536,MasGoen19,@musniumar waduuuuhhh.....omicron pak ?! mohon maaf klo selama ini kami bersalah.....semoga dilapangkan jalanya......,,2022-02-04 06:06:01
537,RoyMNasution3,@sis25gmailcom1 biran om bukan omicron 🤣😁,,2022-02-04 06:05:08
538,liputan6dotcom,486 warga surabaya terpapar omicron.,,2022-02-04 06:05:05
539,jawapos,"khawatir omicron, liga teratas indonesia resmi ditunda","Gedung Graha Pena Lt.10, Jl. R",2022-02-04 06:05:04
540,Tajudin84433172,"@dimas_skeptis @fadlizon kata kemenkes orang yg udah di vaksin tidak ada jaminan terkena virus omicron, itu gi mana bos, kemenkes loh yg ngomong",,2022-02-04 06:05:00
541,komjirou,@smgmenfess2 omicron ya ges yak,"Semarang, Jawa Tengah",2022-02-04 06:04:33
542,PinocchioRegime,"@democrazymedia omicron tdk seperti yg ditakutkan, coba yg terkena covid/omicron isoman saja dirumah (utk yg tdk punya sakit bawaan dan kondisi tdk parah) insya allah dlm waktu kurang seminggu akan sembuh sendiri dg catatan konsumsi makanan bergizi serta buah2an.",,2022-02-04 06:04:14
543,nu_online,mengenal gejala omicron dan flu biasa pada anak,Indonesia,2022-02-04 06:04:03
544,risolmaio,sebel banget omicron lagi tinggi gini malah ngajak rapat offline. kkn oh kkn -_-,he/him,2022-02-04 06:03:44
545,liputan6dotcom,benarkah kopi pahit bisa obati covid-19 varian omicron?,,2022-02-04 06:03:32
546,dotamcom,"@musniumar tong, lu test dimana tuh hasilnya bisa dahsyat gitu langsung tau virusnya varian omicron? jgn2 varian kerak telor kaleee wokwokwok......",,2022-02-04 06:03:06
547,S4N_W1B1,@ryawiedy kalau omicron masih bisa diobati tapi kalau kadrun spti mus ini tdk ada obatnya.,Solo The Spirit Of Java,2022-02-04 06:02:25
548,noordianiw,"@ofcawutaan si omicron lg jalan2, kamu jgn liburannn dlu","Bekasi, Jawa Barat",2022-02-04 06:02:22
549,karsoen101,@drnewstwit ijin tanya sehubungan dgn kasus covid19 varian omicron yg meningkat apakah utk yg sudah lengkap vaksin nya(vaksin ke 1 dan ke 2 plus boster) apakah gejala nya sama dgn yg blm di vaksin atau baru vaksin 1 atau 2x,"DKI Jakarta, Indonesia",2022-02-04 06:02:05
550,datau_s,"@hilmi28 virus omicron kan kafir pak, jadi dia nyerang cuman ke org muslim doang kali 🤣. pasti nanti virusnya ganas pas mau ramadhan sama lagi ramadhan 🤣",,2022-02-04 06:01:55
551,opsiin,cegah omicron! 7 makanan tinggi vitamin b6 ini bisa tingkatkan imunitas – detikfood –,Indonesia,2022-02-04 06:01:49
552,opsiin,cegah omicron! 7 makanan tinggi vitamin b6 ini bisa tingkatkan imunitas – detikfood – opsiin,Indonesia,2022-02-04 06:01:42
553,radarmadiunweb,"lima warga pacitan terpapar omicron, 26 orang masuk tracing",Madiun,2022-02-04 06:00:58
554,agungmargarista,"@cnnindonesia kalo antar negara ga ada covid emang, omicron ini kan muncul kalo ada yg ngopi malem malem, sekolah sama kerja aja",,2022-02-04 06:00:42
555,thepencula,@geloraco berbarengan dengan jadwal omicron.,,2022-02-04 06:00:37
556,opsiin,"cegah omicron, 5 minuman herbal ini bisa jadi obat batuk alami – detikfood –",Indonesia,2022-02-04 06:00:03
557,SINDOnews,gawat! 90 persen penularan covid-19 di surabaya varian omicron,"Jakarta Pusat, DKI Jakarta",2022-02-04 06:00:01
558,KompasTV,presiden @jokowi memberikan arahan usai kasus covid-19 harian di indonesia menembus angka 27.000. jokowi menyebut pasien covid-19 varian omicron bisa sembuh tanpa harus ke rumah sakit.   selengkapnya di,Indonesia,2022-02-04 06:00:00
559,dahSyatMusik,"siti badriah positif omicron saat hamil 7 bulan, begini kondisinya #newsrctiplus @rctiplus",Studio 13 RCTI,2022-02-04 06:00:00
560,liniindonesia,"gejala pasien omicron, nyeri dan gatal pada tenggorokan",Jakarta Pusat,2022-02-04 05:59:59
561,opsiin,"cegah omicron, 5 minuman herbal ini bisa jadi obat batuk alami – detikfood – opsiin",Indonesia,2022-02-04 05:59:56
562,cak_sobirin,@qaillaasyiqah cuma pejabat goblok yg nakut nakuti rakyat pake omicron,Dunia,2022-02-04 05:59:54
563,DesaBandingan,"gejala omicron lebih ringan dan cepat menular, penyintas covid-19 dapat terinfeksi lagi",,2022-02-04 05:59:53
564,eko_wi,"@musniumar ndobos koe pak, ngerti kondi omicron wong muk antigen.",,2022-02-04 05:59:49
565,bayup3rmana,"ndablek , apa nggak takut itu omicron pak @jokowi ?","Kota Surabaya, Jawa Timur",2022-02-04 05:59:37
566,IDNTimesJateng,banyak warga jateng yang kena pilih isolasi mandiri,"Jawa Tengah, Indonesia",2022-02-04 05:59:02
567,hisardonamora,marhaban ya omicron...  eh 😜😜 canda om ikron 🤭🤭🤭,Indonesia 🇮🇩,2022-02-04 05:58:49
568,kkotocola,tolong omicron serem banget :(,he/him 00l,2022-02-04 05:58:37
569,_ikaa_,"korban omicron pertama dari orang dekat, semoga g ada korban berikutnya..aamiin",Twitterland,2022-02-04 05:58:28
570,legacynesia,"menyikapi perkembangan omicron, berikut pernyataan terbaru presiden @jokowi",,2022-02-04 05:58:27
571,opsiin,6 makanan enak dan sehat ini bagus untuk dikonsumsi penderita omicron – detik – opsiin,Indonesia,2022-02-04 05:58:22
572,opsiin,6 makanan enak dan sehat ini bagus untuk dikonsumsi penderita omicron – detik –,Indonesia,2022-02-04 05:58:06
573,asdfghjineexx,"agak takut ya ke kantor, ada dua orang positif. lalu dua hari kemudian (hari ini) tiga orang positif. omicron emang secepat itu ya.",,2022-02-04 05:57:27
574,JuniarSihotang,"omicron,gejala dan cara penanganannya @jokowi  @halimiskandarnu  @yusradaridesa  @malik_haramain  @sukoyokasekpro  @imansyukri  @tppisumut  @koorprovsumut",,2022-02-04 05:57:18
575,bangwinissimo,"dapat berita bumame di seputaran wag....sekarang sudah mencapai linimasa twitter...wuiiih! berita negatif itu memang cepat sekali menyebar ya? mirip omicron, bedanya omicron gak ada yg mau, kalau berita negatif dicari2 utk diestafetkan kembali","ÜT: -6.232766,106.827049",2022-02-04 05:56:38
576,chenjiinana,"@svnnysuh iyaa ktnya, akibat omicron meningkat nih",,2022-02-04 05:56:31
577,STARFUC46312433,@aly_bima mungkin nanti muncul lagi varian baru virus omicron kawin sama omygod bernama virus onasib .,,2022-02-04 05:56:26
578,ahmadmuhidin29,"virus covid-19 kembali mengalami mutasi, varian yang terdeteksi baru-baru ini adalah varian omicron.  jangan anggap sepele dan tetap patuhi protokol kesehatan.  #kemendespdtt @halimiskandarnu  @fachrilabalado  @imansyukri  @taufikmadjid71  @yusradaridesa  @kemendespdtt","Way Kanan Lampung, Indonesia",2022-02-04 05:56:11
579,SamHwang2120,"pgn nonton kkn di desa penari tp ada omicron sialan, nanti kl bioskop ditutup lg gmn sksk. knp pula rilisnya pas akhir bln😭, semoga maret mereda deh",Indonesia she/her ,2022-02-04 05:55:10
580,ArafatJadid,@jokowi nih biang keroknya omicron!,,2022-02-04 05:55:06
581,Gi_N0ng,@musniumar biarpun kata google jahat sebagai rektor terbodoh  saya turut prihatin  pak rektor harus kuat ngadepin netizen aja kuat  salut ga ada yg di blokir lawan omicron pak  semangat,,2022-02-04 05:55:04
582,inewsdotid,"kasus omicron di indonesia meningkat, bagaimana dampaknya ke ekonomi?","Jakarta, Indonesia",2022-02-04 05:55:02
583,PresedentBuzzer,"knp omicron, knp tidk delta?",,2022-02-04 05:54:40
584,idntimes,varian omicron menimbulkan perlambatan pada tahun ini,,2022-02-04 05:54:33
585,CaraBellaDonna,@alodokter terima kasih @alodokter konsul sdh bisa pakai kode voucher. resep sdh dpt dan sdh diupload ke web @kemenkesri sy tinggal tunggu obat gratisnya!! #covid #omicron makasi,indonesia,2022-02-04 05:54:00
586,Jenggss,gile ni omicron pd cepet bener nularnya 😵‍💫,Tangerang - Indonesia,2022-02-04 05:53:42
587,Muadz38588306,omicron gak segawat yg dikatakan prime minister itu juga faktanya kan mr. president ?!?!,,2022-02-04 05:53:39
588,Yono43370361,"gebyar vaksinasi anak usia 6-11th di sdn mojolebak kecamatan jetis  demi mencegah masuknya varian omicron, foorkopimda beserta polres mojokerto kota gelar akselerasi percepatan vaksinasi anak usia 6-11th di sdn mojolebak kecamatan jetis  #vaksinhalal #vaksinasi #covid-19","Jetis, Indonesia",2022-02-04 05:53:34
589,tvOneNews,"dua warga positif covid-19 varian omicron, polisi minta masyarakat patuhi protokol kesehatan",Indonesia,2022-02-04 05:53:03
590,arifluqmanngaji,perkawinan delta &amp; omicron anaknya digimon &amp; pokemon,"Kota Surabaya, Jawa Timur",2022-02-04 05:53:01
591,CrypOn_234,"ferry wawan sebut demak miliki potensi untuk menjadi daerah pusat ekonomi kreatif nasional, ini alasannya! | rumah sultan 500jutaan | binomo | mamah dedeh | omicron",,2022-02-04 05:52:46
592,berbigvrl,ada2 aja dah ni omicron,,2022-02-04 05:52:12
593,Cantika82104633,"@musniumar yang pcr saja belum terdeteksi kena omicron atau tidak, ini antigen bisa muncul indikasi kena omicron. pasti kuliah nya s4 yaa?","Jakarta Pusat, DKI Jakarta",2022-02-04 05:52:09
594,DiK_KuN,"@bela_aphrodite bukan gitu, just nanya. somehow dibutuhkan pas masuke omicron ke bojes 😐","Kota Semarang, Jawa Tengah",2022-02-04 05:51:49
595,Anitatisuryani,"@musniumar bisa tahu itu corona dan omicron darimana, pak? ciri2nya?",indonesia,2022-02-04 05:51:46
596,KZeckho,@musniumar batuk..antigen test ..terus sudah pasti positif varian omicron ??,,2022-02-04 05:51:44
597,kakworo,meski ada kenaikan omicron tapi menkeu sri mulyani tetap optimis pertumbuhan ekonomi triwulan 1 tetap bertumbuh mengingat akselerasi vaksinasi semakin ditingkatkan. @jokowi #indonesiamaju,Jakarta ,2022-02-04 05:51:36
598,larilarindira,"masalah obat, hanya my docfam sm emak yg tau. pas delta sih nyentuh jutaan krn emang pas itu harga bbrp obat kyk antivirus, azitro dll naik buanget. kl omicron cuma antivirus sm azitro aja yg agak mahal, sisanya pake obat otc . sorry w gk bisa kasih resepnya apa ._.",,2022-02-04 05:51:21
599,larilarindira,"trus gejalanya jg, gejala delta tuh lebih ngeri tp cepet ilang. si omicron tuh biasa aja cuma batuk tp smp skrng alias dah 3 hari negatif masih aja nyisa nyebelin wey -_- heran juga cuma beda varian tp perbedaannya signifikan",,2022-02-04 05:51:20
600,BetweenCatncat,"@giffavale @txtdrjkt lah kan emang case pertama pintu masuknya dari jakarta semua. lol 😂😂😂😂😂 omicron juga masuknya dari jakarta, ya terus gimanaaaaa ?",Vanuatu People,2022-02-04 05:51:05
601,Deonisiuswijaya,"temen satu persatu mulai kena copit. stay safe semua, makin gila ini omicron.   copit ajg.","Bogor, Jawa Barat",2022-02-04 05:50:41
602,elisafau,"yak, start wfh lagi. omicron jabingannnn","Jakarta, Indonesia",2022-02-04 05:50:15
603,UmarHasibuann_7,menhub bks kbrnya kena omicron,DKI Jakarta,2022-02-04 05:49:36
604,thv_koo0130,"@piwumiest gejala utama omicron dari yg gue rasain 3 itu,tapi kalo ragu mending test aja",,2022-02-04 05:49:34
605,woro_woroo2,meski ada kenaikan omicron tapi menkeu sri mulyani tetap optimis pertumbuhan ekonomi triwulan 1 tetap bertumbuh. @jokowi #indonesiamaju,"Jakarta Barat, DKI Jakarta",2022-02-04 05:49:29
606,mstyas_,"ya ampun ini cvd seneng banget sama gue. juli kena delta, sekarang omicron. nyebelin lo cvd","Bali, Indonesia",2022-02-04 05:49:12
607,HendiBram,"@gehinnam eug flu berat mz  kemarin swab, negatif. temen kantor eug yg positif. omicron lebih mudah bergaul mz.",Pale Blue Dot Planet,2022-02-04 05:48:49
608,sing_ayudewe,menkeu sri mulyani optimis ekonomi di triwulan 1 tumbuh tinggi meski ada omicron. @jokowi #indonesiamaju,,2022-02-04 05:48:34
609,davidkiruners,@moviemenfes eh nanti ditunda lagi grgr omicron lg naek wakakak,Indonesia,2022-02-04 05:48:20
610,Rutan_Masamba,"6. kakanwil kemenkumham sulsel harun sulianto minta agar di pedomani arahan presiden dan menkumham, dan sikapi tren kenaikan covid-19 varian omicron. @kemenkumham_ri @kumham_sulsel #kumhampasti #kumhamsulsel",,2022-02-04 05:48:03
611,Rutan_Masamba,"1. utk cegah masuknya covid19 varian omicron ke lapas, rutan &amp; satker di sulsel, kakanwil kemenkumham sulsel harun sulianto minta jajarannya utk sosialisasikan dan edukasi yg massif terkait virus omicron. @kemenkumham_ri @kumham_sulsel #kumhampasti #kumhamsulsel",,2022-02-04 05:48:00
612,Rutan_Masamba,"cegah omicron, ini permintaan kakanwil kemenkumham sulsel harun sulianto kepada para kalapas @kemenkumham_ri @kumham_sulsel #kumhampasti #kumhamsulsel",,2022-02-04 05:47:59
613,AgritH,omicron ni kek tae ems,Holstein-Gottorp-Romanov,2022-02-04 05:47:37
614,cindyypm,"yang ini hasil swab covid, qadarullah omicron nularnya cepat banget. semoga cepat sehat kembali dan teman-teman yang sakit juga segera sembuh. 🤲🏻",Bekasi-Jakarta,2022-02-04 05:47:36
615,antaranews,"foto: petugas pmi menyemprotkan cairan disinfektan di museum nasional, jakarta, jumat (4/2/2022). penyemprotan dilakukan untuk mencegah penyebaran covid-19 khususnya varian omicron.",NKRI,2022-02-04 05:47:30
616,Agungzkl,"@cnnindonesia sudah gak jamannya memanfaatkan media utk ngontrol negara. toh sudah jelas omicron 10 kali tidak berbahaya dibanding sebelumnya, hanya penyebarannya aja yg cepat. dan gak jaman lagi media bisa menang utk main framing.",,2022-02-04 05:47:29
617,convoarea,@hisasal baliklahh anjr omicron lagi naik bgt natt,,2022-02-04 05:46:50
618,arvia_octaviani,"@mouldie_sep si paling kritis, tapi si moldi ini yang ikut menikmati keluar masuk indo. pemicu naeknya omicron indo.",Dihatimu,2022-02-04 05:46:16
619,omes_dimas,omicron siap menyambut ramadhan ?,,2022-02-04 05:46:07
620,kompasiana,varian omicron menggila sebaiknya sekolah melakukan pjj kembali #terpopuler,Indonesia,2022-02-04 05:45:37
621,faisal_lantang,"@musniumar ijin prof. bagaimana rapid antigen dapat menentukan jenis varian covid-19 dalam hal ini varian omicron, apa ada pemeriksaan lanjutan. mohon pencerahannya prof",,2022-02-04 05:45:35
622,Popmama_com,"suami sibad, krisjiana baharudin, juga positif covid-19",Indonesia,2022-02-04 05:45:33
623,R_Forest68,"@kate_mile44 sedang didiskusikan mang, karena gosipnya tidak boleh ada penonton karena meningkatnya covid omicron dan satgas lg galak 🙏🏻","Kota Bandung, Jawa Barat",2022-02-04 05:45:28
624,KNVB18,@dr_koko28 @cnnindonesia artinya pemerintah anggap omicron bukan ancaman dok....,jakarta,2022-02-04 05:45:10
625,HendiBram,"alfa, lewat. delta, lewat. omicron, mbrodhol. ..... ati². cuci tangan lebih sering.",Pale Blue Dot Planet,2022-02-04 05:45:07
626,DionWahyu__,"omicron goes crazy, mari wfh sampe mati.   edan suwe - suwe nengomah terussss pffftt 🤬🤯",Yogyakarta,2022-02-04 05:44:37
